AntibodyLabel	Source	NodeName	Gene_Symbol	Sites	Effect
Vimentin.M.C_GBL1115245	MDACC	Vimentin	VIM	NA	c
X14.3.3.epsilon.M.C_GBL.9014289	MDACC	X1433epsilon	YWHAE	NA	c
X4E.BP1.R.V_GBL.9013800	MDACC	XX4EBP1	EIFX4EBP1	NA	c
X4E.BP1_pS65.R.V_GBL.9013801	MDACC	XX4EBP1pS65	EIFX4EBP1	S65	i
X4EBP1_pT37.R.V_GBL.9013802	MDACC	XX4EBP1pT37	EIFX4EBP1	T37	i
X4EBP1_pT70.R_GBL.9013803	MDACC	XX4EBP1pT70	EIFX4EBP1	T70	i
X53BP1.R.C_GBL.9013804	MDACC	XX53BP1	TPX53BP1	NA	c
XBP1.G.C_GBL1115183	MDACC	XBP1	EIFX4EBP1	NA	c
XIAP.R.C_GBL9026296	MDACC	XIAP	XIAP	NA	c
XIAP_RS00272761	MDACC	XIAP	XIAP	NA	c
XIAP_RS00273575	MDACC	XIAP	XIAP	NA	c
XIAP_RS00275858	MDACC	XIAP	XIAP	NA	c
XIAP.R.C_GBL1114908	MDACC	XIAP	XIAP	NA	c
XIAP.R.C_GBL.9012860	MDACC	XIAP	XIAP	NA	c
XIAP(C)_GBL9008517	MDACC	XIAP	XIAP	NA	c
XPA.M.V_GBL1115090	MDACC	XPA	XPA	NA	c
XPF.M.C_GBL1115172	MDACC	XPF	ERCC4	NA	c
XRCC1.R.C_GBL9026297	MDACC	XRCC1	XRCC1	NA	c
XRCC1_GBL9008409	MDACC	XRCC1	XRCC1	NA	c
XRCC1_RS00275801	MDACC	XRCC1	XRCC1	NA	c
XRCC1.R.C_GBL1033781	MDACC	XRCC1	XRCC1	NA	c
XRCC1.R.C_GBL1113258	MDACC	XRCC1	XRCC1	NA	c
XRCC1.wR.C_GBL1115118	MDACC	XRCC1	XRCC1	NA	c
XRCC1.R.C_GBL.9012861	MDACC	XRCC1	XRCC1	NA	c
YAP_RS00273602	MDACC	YAP	YAP1	NA	c
YAP_RS00275694	MDACC	YAP	YAP1	NA	c
YAP.R.E_GBL1033881	MDACC	YAP	YAP1	NA	c
YAP.R.E_GBL1113341	MDACC	YAP	YAP1	NA	c
YAP.R.E_GBL1115020	MDACC	YAP	YAP1	NA	c
YAP.R.V_GBL.9012862	MDACC	YAP	YAP1	NA	c
YAP.R.V_GBL9026298	MDACC	YAP1	YAP1	NA	c
YAP_pS127.R.C_GBL9026299	MDACC	YAP1pS127	YAP1	S127	a
YAP_pS127.R.E_GBL1033742	MDACC	YAPpS127	YAP1	S127	a
YAP_pS127.R.E_GBL1113233	MDACC	YAPpS127	YAP1	S127	a
YAP_pS127.R.E_GBL1114919	MDACC	YAPpS127	YAP1	S127	a
YAP_pS127.R.C_GBL.9012863	MDACC	YAPpS127	YAP1	S127	a
YB.1.R.V_GBL9026332	MDACC	YB1	YBX1	NA	c
YB.1.R.V_GBL.9012864	MDACC	YB1	YBX1	NA	c
YB1.R.V_GBL1033732	MDACC	YB1	YBX1	NA	c
YB1.R.V_GBL1113223	MDACC	YB1	YBX1	NA	c
YB1.R.V_GBL1114909	MDACC	YB1	YBX1	NA	c
YB1P_pS102_GBL9008402	MDACC	YB1PpS102	YBX1	S102	a
YB.1_pS102.R.V_GBL9026333	MDACC	YB1pS102	YBX1	S102	a
YB.1_pS102.R.V_GBL.9012876	MDACC	YB1pS102	YBX1	S102	a
YB1_pS102.R.V_GBL1033771	MDACC	YB1pS102	YBX1	S102	a
YB1_pS102.R.V_GBL1113248	MDACC	YB1pS102	YBX1	S102	a
YB1_pS102.R.V_GBL1114925	MDACC	YB1pS102	YBX1	S102	a
YBI_GBL9008318	MDACC	YBI	YBX1	NA	c
ZNF342_GBL9008384	MDACC	ZNF342	ZNF296 	NA	c
